TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555643706,555643706,1,Marine Management Area,Marine Management Area,Marine Reserve,Marine Reserve,National,Not Reported,Not Applicable,2,0,408.175126141944,0,426.915541682567,Part,0,Designated,2016,Government-delegated management,State,Not Reported,Not Reported,State Verified,1201,Not Reported,KNA,KNA,Not Applicable,Not Applicable
Polygon,555547601,555547601,1,South Georgia and South Sandwich Islands Marine Protected Area,South Georgia and South Sandwich Islands Marine Protected Area,Marine Protected Area,Marine Protected Area,National,VI,Not Applicable,2,1240000,1065899.97893358,1240000,1069871.67162197,Part,302846.595194,Designated,2012,Federal or national ministry or agency,Not Reported,Government of South Georgia and South Sandwich Islands (GSGSSI),http://www.sgisland.gs/download/MPA/MPA%20Plan%20v1-1.01%20Feb%2027_12.pdf,State Verified,1679,Not Reported,GBR,SGS,Not Applicable,Not Applicable
Polygon,555645474,555645474,1,Oisebukel Marine Reef Sanctuary,Oisebukel Marine Reef Sanctuary,Conservation Area,Conservation Area,National,Not Reported,Not Applicable,2,2.84834441526,2.84834137765032,2.84834441526,2.84834137765032,All,2.84834441526,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1891,Not Reported,PLW,PLW,Not Applicable,Not Applicable
Polygon,555622118,555622118,1,Palau National Marine Sanctuary,Palau National Marine Sanctuary,Marine Sanctuary,Marine Sanctuary,National,Not Reported,Not Applicable,2,502538.781012,503521.828657622,502538.781012,503521.828657622,Not Reported,0,Designated,2015,Not Reported,Not Reported,Bureau of Oceanic Fishery Management,Not Reported,State Verified,1891,Not Reported,PLW,PLW,Not Applicable,Not Applicable
Polygon,220005,220005,1,Ngeruangel Marine Reserve,Ngeruangel Marine Reserve,Co-Management Area,Co-Management Area,National,V,Not Applicable,2,56.5928388891,56.9554996345061,56.5928388891,56.9554996345061,Not Reported,0,Designated,1996,Joint governance,State,Palau Government,Not Reported,State Verified,1891,Not Reported,PLW,PLW,Not Applicable,Not Applicable
Polygon,555623616,555623616,1,Sulaibikhat Marine Natural Reserve,محمية الصليبخات البحرية,محمية الطبيعية,Natural Reserve,National,V,Not Applicable,1,0,13.6785880788,0,16.3112675916856,Not Reported,0,Designated,2016,Federal or national ministry or agency,State,Federal or national ministry or agency,Not Reported,State Verified,1223,KW-KU,KWT,KWT,Not Applicable,Not Applicable
Polygon,555547862,555547862_B,1,Nukulaelae Marine Protected Area,Nukulaelae Marine Protected Area,Marine Protected Area,Marine Protected Area,Not Applicable,Not Reported,Not Applicable,2,3.25944372405217,3.25944372405217,3.25858067463806,3.25858067463806,All,3.28,Established,2006,Local communities,Communal,Kaupule o Nukulaelae (Nukulaelae Island Council),Yes,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547861,555547861_C,1,Nukufetau Marine Protected Area,Nukufetau Marine Protected Area,Marine Protected Area,Marine Protected Area,Not Applicable,Not Reported,Not Applicable,2,12.7466573987847,12.7466573987847,12.7466375373486,12.7466375373486,All,12.83,Established,2006,Local communities,Communal,Kaupule o Nukufetau (Nukufetau Island Council),None,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547864,555547864_B,1,Nui Marine Protected Area,Nui Marine Protected Area,Marine Protected Area,Marine Protected Area,Not Applicable,Not Reported,Not Applicable,2,5.75316619579145,5.75316619579145,5.75316615868811,5.75316615868811,All,5.79,Established,1997,Local communities,Communal,Kaupule o Nui (Nui Island Council),None,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547863,555547863_B,1,Nanumea Marine Protected Area,Nanumea Marine Protected Area,Marine Protected Area,Marine Protected Area,Not Applicable,Not Reported,Not Applicable,2,2.01204206133854,2.01204206133854,2.01701374256609,2.01701374256609,All,2.03,Established,2006,Local communities,Communal,Kaupule o Nanumea (Nanumea Island Council),Yes,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,8035,8035,1,Lampi Marine National Park,Lampi Marine National Park,Marine National Park and ASEAN Heritage Park,Marine National Park and ASEAN Heritage Park,National,II,Not Applicable,1,0,1774.6191685294,204.482515516,2025.01571708006,Not Reported,0,Designated,1996,Federal or national ministry or agency,Not Reported,Forest Department,Updating the Lampi Management Plan ,State Verified,1687,MM-05,MMR,MMR,Not Applicable,Not Applicable
Polygon,555651493,555651493_B,1,Nanumaga Marine Protected Area,Nanumaga Marine Protected Area,Marine Protected Area,Marine Protected Area,Not Applicable,Not Reported,Not Applicable,2,0.0274026170296595,0.0274026170296595,0.0274026170296595,0.0274026170296595,All,0.03,Established,0,Local communities,Communal,Kaupule o Nanumaga (Nanumaga Island Council),Yes,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547862,555547862_C,1,Nukulaelae Terrestrial Protected Area,Nukulaelae Terrestrial Protected Area,Terrestrial Protected Area,Terrestrial Protected Area,Not Applicable,Not Reported,Not Applicable,2,1.59555851378618,1.59555851378618,1.64312048833178,1.64312048833178,None,0,Established,2006,Local communities,Communal,Kaupule o Nukulaelae (Nukulaelae Island Council),Yes,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547864,555547864_C,1,Nui Terrestrial Protected Area,Nui Terrestrial Protected Area,Terrestrial Protected Area,Terrestrial Protected Area,Not Applicable,Not Reported,Not Applicable,2,1.64073537006983,1.64073537006983,1.64073537006983,1.64073537006983,None,0,Established,1997,Local communities,Communal,Kaupule o Nui (Nui Island Council),None,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547863,555547863_A,1,Nanumea Locally Managed Marine Area,Nanumea Locally Managed Marine Area,Locally Managed Marine Area,Locally Managed Marine Area,Not Applicable,Not Reported,Not Applicable,2,3.14947048814723,3.14947048814723,3.14947049022942,3.14947049022942,None,0,Established,2006,Local communities,Communal,Kaupule o Nanumea (Nanumea Island Council),Yes,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547864,555547864_A,1,Nui Locally Managed Marine Area,Nui Locally Managed Marine Area,Locally Managed Marine Area,Locally Managed Marine Area,Not Applicable,Not Reported,Not Applicable,2,11.9236511114763,11.9236511114763,12.2422466263159,12.2422466263159,None,0,Established,1997,Local communities,Communal,Kaupule o Nui (Nui Island Council),None,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547862,555547862_A,1,Nukulaelae Locally Managed Marine Area,Nukulaelae Locally Managed Marine Area,Locally Managed Marine Area,Locally Managed Marine Area,Not Applicable,Not Reported,Not Applicable,2,28.0017334151418,28.0017334151418,28.0293293684187,28.0293293684187,None,0,Established,2006,Local communities,Communal,Kaupule o Nukulaelae (Nukulaelae Island Council),Yes,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547861,555547861_A,1,Nukufetau Locally Managed Marine Area,Nuku Locally Managed Marine Area,Locally Managed Marine Area,Locally Managed Marine Area,Not Applicable,Not Reported,Not Applicable,2,99.7580154089035,99.7580154089035,104.177788713108,104.177788713108,None,0,Established,2006,Local communities,Communal,Kaupule o Nukufetau (Nukufetau Island Council),None,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555651495,555651495,1,Niutao Locally Managed Marine Area,Niutao Locally Managed Marine Area,Locally Managed Marine Area,Locally Managed Marine Area,Not Applicable,Not Reported,Not Applicable,2,1.67438170600776,1.67438170600776,1.67438170600776,1.67438170600776,None,0,Established,0,Local communities,Communal,Kaupule o Niutao (Niutao Island Council),Yes,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555651494,555651494,1,Niulakita Locally Managed Marine Area,Niulakita Locally Managed Marine Area,Locally Managed Marine Area,Locally Managed Marine Area,Not Applicable,Not Reported,Not Applicable,2,0.20878810022002,0.20878810022002,0.20878810022002,0.20878810022002,None,0,Established,0,Local communities,Communal,Kaupule o Niulakita (Niulakita Island Council),Yes,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555651493,555651493_A,1,Nanumaga Locally Managed Marine Area,Nanumaga Locally Managed Marine Area,Locally Managed Marine Area,Locally Managed Marine Area,Not Applicable,Not Reported,Not Applicable,2,2.0369811939119,2.0369811939119,2.0369811939119,2.0369811939119,None,0,Established,0,Local communities,Communal,Kaupule o Nanumaga (Nanumaga Island Council),Yes,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,555547861,555547861_B,1,Nukufetau Terrestrial Protected Area,Nukufetau Terrestrial Protected Area,Terrestrial Protected Area,Terrestrial Protected Area,Not Applicable,Not Reported,Not Applicable,2,0.622044,0.622044,0.66744,0.66744,None,0,Established,2006,Local communities,Communal,Kaupule o Nukufetau (Nukufetau Island Council),None,State Verified,1947,Not Reported,TUV,TUV,Not Applicable,Not Applicable
Polygon,28043,28043,1,La Dieppoisse Special Marine Reserve,La Dieppoisse Special Marine Reserve,Special Marine Reserve,Special Marine Reserve,National,V,Not Applicable,2,0.01,0.78454349707608,0.01,0.78454349707608,Not Reported,0,Designated,1990,Not Reported,State,Not Reported,Not Reported,State Verified,209,Not Reported,FRA,NCL,Not Applicable,Not Applicable
Polygon,555547658,555547658,1,Sinub Island Marine,Sinub Island Marine,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,0,0.331982802284074,0.118,0.359744388884551,Not Reported,0,Designated,2006,Local communities,Communal,Not Reported,Not Reported,State Verified,1951,Not Reported,PNG,PNG,Not Applicable,Not Applicable
Polygon,316933,316933,1,Tabad Island Marine,Tabad Island Marine,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,0,0.122562990004898,0.162,0.176745805398798,All,0,Designated,2006,Local communities,Communal,Not Reported,Not Reported,State Verified,1951,Not Reported,PNG,PNG,Not Applicable,Not Applicable
Polygon,316932,316932,1,Laugum Marine,Laugum Marine,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,0,0.653432230198862,0.7295,0.87237493183732,Not Reported,0,Designated,2006,Local communities,Communal,Not Reported,Not Reported,State Verified,1951,Not Reported,PNG,PNG,Not Applicable,Not Applicable
Polygon,354075,354075,1,Marine Plain,Marine Plain,Antarctic Specially Protected Area,Antarctic Specially Protected Area,National,Ia,Not Applicable,1,0,4.61212923011151,20.7667830776,20.3629685588837,Not Reported,0,Designated,2013,Federal or national ministry or agency,Not Reported,AU-AAD,Not Reported,State Verified,1804,AQ,AUS,ATA,Not Applicable,Not Applicable
Polygon,64101,64101,1,Wilsons Promontory Marine Park,Wilsons Promontory Marine Park,National Parks Act Schedule 4 park or reserve,National Parks Act Schedule 4 park or reserve,National,VI,Not Applicable,1,55.6065396851323,47.9354591643653,55.6065396851323,55.6862456687719,None,0,Designated,1986,Sub-national ministry or agency,Not Reported,AU-VIC_DELWP,Not Reported,State Verified,1804,AU-VIC,AUS,AUS,Not Applicable,Not Applicable
Polygon,555512158,555512158,1,Wilsons Promontory Marine Reserve,Wilsons Promontory Marine Reserve,National Parks Act Schedule 4 park or reserve,National Parks Act Schedule 4 park or reserve,National,VI,Not Applicable,1,6.26782799083271,4.97975867362031,6.26782799083271,6.27653110786831,None,0,Designated,1995,Sub-national ministry or agency,Not Reported,AU-VIC_DELWP,Not Reported,State Verified,1804,AU-VIC,AUS,AUS,Not Applicable,Not Applicable
Polygon,900736,900736,1,Elizabeth and Middleton Reefs Marine National Nature Reserve,Elizabeth and Middleton Reefs Marine National Nature Reserve,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(vii)(viii),2,1877.26170227216,1883.70693010943,1877.26170227216,1883.70693010943,Not Reported,0,Designated,2002,Not Reported,Not Reported,Not Reported,http://www.environment.gov.au/resource/former-elizabeth-and-middleton-reefs-marine-national-nature-reserve-management-plan-2006,State Verified,1804,AU-EXT,AUS,AUS,Not Applicable,Not Applicable
Polygon,24829,24829,1,Shallow Inlet Marine and Coastal Park,Shallow Inlet Marine and Coastal Park,National Parks Act Schedule 4 park or reserve,National Parks Act Schedule 4 park or reserve,National,VI,Not Applicable,1,19.7233364032317,14.3876653376286,19.7233364032317,19.751892850386,None,0,Designated,1986,Sub-national ministry or agency,Not Reported,AU-VIC_DELWP,Not Reported,State Verified,1804,AU-VIC,AUS,AUS,Not Applicable,Not Applicable
Polygon,24629,24629,1,Corner Inlet Marine and Coastal Park,Corner Inlet Marine and Coastal Park,National Parks Act Schedule 4 park or reserve,National Parks Act Schedule 4 park or reserve,National,VI,Not Applicable,2,285.670202918482,263.712137412087,285.670202918482,286.08646153045,None,0,Designated,1986,Sub-national ministry or agency,Not Reported,AU-VIC_DELWP,Not Reported,State Verified,1804,AU-VIC,AUS,AUS,Not Applicable,Not Applicable
Polygon,2688,2688,1,Nooramunga Marine and Coastal Park,Nooramunga Marine and Coastal Park,National Parks Act Schedule 4 park or reserve,National Parks Act Schedule 4 park or reserve,National,VI,Not Applicable,1,300.740790662898,155.5559006871,300.740790662898,301.185452634767,None,0,Designated,1997,Sub-national ministry or agency,Not Reported,AU-VIC_DELWP,Not Reported,State Verified,1804,AU-VIC,AUS,AUS,Not Applicable,Not Applicable
Polygon,70967,70967,1,Bunurong Marine Park,Bunurong Marine Park,National Parks Act Schedule 4 park or reserve,National Parks Act Schedule 4 park or reserve,National,VI,Not Applicable,1,12.6005344263437,8.53262959466083,12.6005344263437,12.619243022454,None,0,Designated,1991,Sub-national ministry or agency,Not Reported,AU-VIC_DELWP,Not Reported,State Verified,1804,AU-VIC,AUS,AUS,Not Applicable,Not Applicable
Polygon,555512069,555512069,1,Parc Marin des Mangroves,Parc Marin des Mangroves,Parc National,National Park,National,Not Reported,Not Applicable,1,0,26.79461589,216.192529149,216.89814388,Not Reported,0,Designated,1992,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1962,CD-KW,COD,COD,Not Applicable,Not Applicable
Polygon,555624879,555624879,1,Parc Marin de l'embouchure d'Olende,Parc Marin de l'embouchure d'Olende,Parc Marin,Marine Park,National,Not Assigned,Not Applicable,1,138.755897692,86.6453014076845,138.755897692,139.804714366,Not Reported,0,Designated,2017,Federal or national ministry or agency,State,Agence Nationale des Parcs Nationaux,Currently being developed,State Verified,1959,Not Reported,GAB,GAB,Not Applicable,Not Applicable
Polygon,555624880,555624880,1,Parc Marin de la Pointe Denis,Parc Marin de la Pointe Denis,Parc Marin,Marine Park,National,Not Assigned,Not Applicable,2,614.438437011,612.187249468021,614.438437011,619.147616551,Not Reported,0,Designated,2017,Federal or national ministry or agency,State,Agence Nationale des Parcs Nationaux,Currently being developed,State Verified,1959,Not Reported,GAB,GAB,Not Applicable,Not Applicable
